OMNIWeb Plus Browser Results

Listing for omni2 data from 20230101 to 20251225
Selected parameters:
 1 Scalar B, nT
 2 BZ, nT (GSM)
 3 SW Proton Density, N/cm^3
 4 SW Plasma Speed, km/s

YEAR DOY HR    1     2     3     4 
2023  13  5   8.3  -6.0   5.7  384.
2023  13  6   8.0  -5.8   4.4  396.
2023  13  7   6.9  -3.3   3.7  398.
2023  13  8   6.6  -4.3   3.8  413.
2023  13  9   6.7  -5.0   3.2  406.
2023  13 10   7.3  -5.2   4.3  396.
2023  13 11   7.4  -4.9   4.7  395.
2023  13 12   4.7  -2.0   4.7  373.
2023  13 13   4.7   0.5   4.9  362.
2023  13 14   5.0   3.3   5.4  379.
2023  13 15   4.6  -1.3   6.0  370.
2023  13 16   4.2  -2.7   6.0  377.
2023  13 17   5.4  -2.4   6.2  374.
2023  13 18   8.1  -3.5   8.1  397.
2023  13 19   8.5  -7.1   9.9  423.
2023  13 20   9.9  -5.2   8.5  423.
2023  13 21  10.0  -9.2   5.3  456.
2023  13 22   6.1  -3.5   6.4  496.
2023  13 23   5.6  -3.2   5.9  480.
2023  14  0   6.9   0.1   4.8  480.
2023  14  1   8.3  -5.3   4.4  490.
2023  14  2   7.0   0.9   3.4  509.
2023  14  3   7.2   3.6   2.9  515.
2023  14  4   7.7  -1.3   2.7  497.
2023  14  5   8.0   2.4   2.5  507.
2023  14  6   7.7   3.4   2.7  515.
2023  14  7   7.5   2.8   2.3  540.
2023  14  8   7.8   5.6   2.1  524.
2023  14  9   7.8   4.5   2.4  495.
2023  14 10   7.6   6.0   2.2  484.
2023  14 11   7.5   4.3   2.2  453.
2023  14 12   7.1   4.6   2.4  451.
2023  14 13   7.2   2.9   2.0  454.
2023  14 14   7.4   2.8   1.8  449.
2023  14 15   7.3   4.3   2.4  447.
2023  14 16   7.8   3.4   2.1  430.
2023  14 17   7.9   1.3   1.7  424.
2023  14 18   8.4  -1.8   1.8  425.
2023  14 19   8.7  -3.5   2.2  432.
2023  14 20   9.1  -5.7   2.8  425.
2023  14 21   8.8  -7.2   3.2  421.
2023  14 22   9.4  -8.2   3.9  434.
2023  14 23  10.5  -7.5   3.7  418.
2023  15  0   9.9  -6.7   4.0  438.
2023  15  1   9.5  -4.3   6.1  471.
2023  15  2   9.9  -6.3   6.2  486.
2023  15  3  10.2  -6.9   5.8  470.
2023  15  4   9.2  -5.0   6.4  477.
2023  15  5   9.3  -6.0   6.5  464.
2023  15  6   9.8  -5.8   6.0  476.
2023  15  7  10.3  -7.1   5.6  467.
2023  15  8  10.9  -7.4   5.1  470.
2023  15  9  10.5  -8.3   3.8  444.
2023  15 10  10.4  -7.4   2.9  431.
2023  15 11   9.6  -6.9   3.5  437.
2023  15 12   9.5  -6.3   3.8  436.
2023  15 13   9.2  -5.8   3.9  422.
2023  15 14   8.9  -4.7   4.5  414.
2023  15 15   9.6  -5.3   4.0  419.
2023  15 16   9.9  -7.2   3.8  419.
2023  15 17   9.5  -7.9   4.0  415.
2023  15 18   8.9  -6.2   5.3  410.
2023  15 19   9.8  -6.6   4.8  431.
2023  15 20  10.5  -6.5   4.9  461.
2023  15 21  11.3  -7.3   5.8  477.
2023  15 22  11.7  -7.4   8.0  466.
2023  15 23  11.7  -3.8  10.7  462.
2023  16  0   6.4   4.7  20.1  487.
2023  16  1   6.9   4.6  16.5  505.
2023  16  2   4.3   2.2  15.6  515.
2023  16  3   4.7   1.8  13.0  521.
2023  16  4   4.4   1.3  12.5  518.
2023  16  5   4.0   0.6  12.8  514.
2023  16  6   3.0   0.3  14.9  514.
2023  16  7   2.8  -0.9  12.3  502.
2023  16  8   2.9   0.9  10.6  487.
2023  16  9   4.0   0.3   9.4  475.
2023  16 10   4.9  -0.5   6.6  475.
2023  16 11   6.6   1.0   4.6  462.
2023  16 12   6.9   5.6   6.1  467.
2023  16 13   4.2   0.5   9.3  471.
2023  16 14   2.9  -1.1  11.5  472.
2023  16 15   5.5  -2.4   8.5  467.
2023  16 16   4.1  -1.7   8.9  457.
2023  16 17   3.7  -0.9   7.7  449.
2023  16 18   2.7   0.0   6.6  442.
2023  16 19   2.6   0.2   5.8  438.
2023  16 20   3.6   1.4   5.2  437.
2023  16 21   3.7   0.9   5.1  439.
2023  16 22   3.6   0.8   5.8  434.
2023  16 23   4.6   1.7   5.0  452.
2023  17  0   5.2   2.8   5.4  446.
2023  17  1   4.9   2.2   5.6  435.
2023  17  2   4.3   1.9   5.5  432.
2023  17  3   4.6   1.1   5.3  437.
2023  17  4   4.1  -0.6   7.5  450.
2023  17  5   2.8   0.7   8.8  452.
2023  17  6   3.6   1.6   6.7  448.
2023  17  7   4.3   1.1   5.1  437.
2023  17  8   3.8   0.4   5.4  440.
2023  17  9   3.2   0.9   6.7  446.
2023  17 10   3.7   0.7   6.1  437.
2023  17 11   4.1   0.0   5.2  432.
2023  17 12   3.4  -0.4   5.3  420.
2023  17 13   2.8   1.0   5.7  399.
2023  17 14   3.9   1.7   5.1  383.
2023  17 15   3.5   1.8   6.6  387.
2023  17 16   3.3   0.9   6.1  369.
2023  17 17   4.0  -0.0   3.7  349.
2023  17 18   4.1   1.2   3.6  350.
2023  17 19   4.2   2.2   5.2  356.
2023  17 20   4.6   1.2   4.9  354.
2023  17 21   4.3   1.5   6.7  365.
2023  17 22   7.4  -0.9  17.0  422.
2023  17 23  14.1  -6.5  11.6  440.
2023  18  0  14.9  -4.3   5.9  444.
2023  18  1  14.7  -4.1   5.2  437.
2023  18  2  14.5  -2.5   3.8  444.
2023  18  3  13.7  -4.0   5.9  442.
2023  18  4  12.6  -1.4   5.1  445.
2023  18  5  11.0  -1.0   7.4  432.
2023  18  6   8.8  -1.0  12.0  435.
2023  18  7   8.3  -0.9  12.5  425.
2023  18  8   7.9   0.7  12.7  418.
2023  18  9   8.9  -0.4   9.0  428.
2023  18 10   7.5  -1.9   8.6  426.
2023  18 11   7.8  -4.2   5.8  422.
2023  18 12   7.1  -3.9  10.8  422.
2023  18 13   6.0  -1.8   9.5  418.
2023  18 14   5.0  -2.1   5.9  433.
2023  18 15   5.7  -0.3   5.4  420.
2023  18 16   6.4   1.7   6.0  416.
2023  18 17   6.2   0.9   5.6  410.
2023  18 18   6.6   3.0   5.0  403.
2023  18 19   6.9   2.9   4.3  397.
2023  18 20   5.3  -0.1   5.0  398.
2023  18 21   5.5   2.0   4.9  394.
2023  18 22   6.2   2.8   4.9  399.
2023  18 23   6.4   3.9   3.9  387.
2023  19  0   6.3   3.2   3.6  376.
2023  19  1   6.4   2.4   3.6  383.
2023  19  2   6.6   0.7   3.7  382.
2023  19  3   7.2   3.1   3.0  380.
2023  19  4   7.1  -2.5   3.6  389.
2023  19  5   7.6  -6.2   4.3  423.
2023  19  6   8.0  -6.1   3.8  418.
2023  19  7   8.4  -2.7   3.6  379.
2023  19  8   8.9   0.5   4.2  399.
2023  19  9   9.8  -3.1   4.3  403.
2023  19 10   9.6   0.2   4.0  370.
2023  19 11   8.9  -2.0   3.4  375.
2023  19 12   8.4  -2.2   3.3  368.
2023  19 13   8.1  -1.8   3.4  373.
2023  19 14   8.2   0.5   3.3  364.
2023  19 15   9.2   3.8   3.9  371.
2023  19 16   9.3   3.8   3.6  369.
2023  19 17   9.3   1.2   3.2  374.
2023  19 18   9.6   3.2   1.6  384.
2023  19 19   9.3  -0.2   1.8  388.
2023  19 20   9.2  -0.2   1.6  371.
2023  19 21   8.9   0.6   1.6  364.
2023  19 22   9.3   0.9   1.7  362.
2023  19 23   9.7   1.3   2.2  369.
2023  20  0  10.1   0.3   2.0  380.
2023  20  1  10.1   2.9   2.1  383.
2023  20  2  10.0   2.4   1.2  415.
2023  20  3   9.6   6.1   2.2  444.
2023  20  4   9.3   6.2   3.3  423.
2023  20  5   9.2   5.4 999.9 9999.
2023  20  6   8.9   4.5   3.0  399.
2023  20  7   8.8   2.5   2.9  406.
2023  20  8   8.8   3.2   3.0  399.
2023  20  9   8.9  -0.2   3.3  396.
2023  20 10   8.9  -0.1   3.1  382.
2023  20 11   8.7   1.3   3.4  379.
2023  20 12   8.7  -0.7   3.6  394.
2023  20 13   9.1  -0.5   3.1  394.
2023  20 14   9.1  -4.8   3.0  398.
2023  20 15   8.9  -1.3   2.5  399.
2023  20 16   8.6   2.4   3.3  399.
2023  20 17   8.2   3.9   5.0  403.
2023  20 18   8.4   0.8   4.2  402.
2023  20 19   8.3   1.9   5.1  397.
2023  20 20   8.6   0.2   4.5  389.
2023  20 21   8.6   0.4   4.6  383.
2023  20 22   7.5  -0.6   6.5  388.
2023  20 23   7.5   0.1   7.2  399.
2023  21  0   7.1  -3.7   7.5  421.
2023  21  1   5.8   2.1   8.8  441.
2023  21  2   7.2   3.0   7.7  448.
2023  21  3   8.9   1.1   7.6  450.
2023  21  4   7.8  -6.5   9.4  466.
2023  21  5   6.6  -5.1   8.9  461.
2023  21  6   8.1   1.7   6.5  461.
2023  21  7   9.0   5.0   6.5  466.
2023  21  8   8.4  -4.3   6.7  489.
2023  21  9   8.4   2.3   5.0  485.
2023  21 10   8.2   5.5   4.0  489.
2023  21 11   7.2   1.3   4.2  499.
2023  21 12   6.8  -0.3   3.6  473.
2023  21 13   6.6  -4.0   3.9  496.
2023  21 14   6.1   0.0   3.8  486.
2023  21 15   5.9  -2.5   4.0  456.
2023  21 16   6.0  -1.8   3.6  503.
2023  21 17   6.6  -4.1 999.9 9999.
2023  21 18   5.1   2.6   3.4  455.
2023  21 19   5.1  -2.5   3.6  453.
2023  21 20   4.3  -1.8   3.7  444.
2023  21 21   5.3   2.5   3.5  435.
2023  21 22   5.2   0.4   3.5  434.
2023  21 23   4.6   1.4   3.3  441.
2023  22  0   3.6  -0.7   3.9  445.
2023  22  1   3.8   0.7   4.1  428.
2023  22  2   4.3   1.2   3.5  415.
2023  22  3   4.4  -1.0   3.1  388.
2023  22  4   4.7   0.1   3.5  409.
2023  22  5   5.6  -2.4   3.4  400.
2023  22  6   5.8  -1.1   3.5  412.
2023  22  7   6.3   2.5   4.1  412.
2023  22  8   6.3  -2.3   3.9  421.
2023  22  9   6.0  -0.5   3.6  393.
2023  22 10   5.9   0.9   3.7  414.
2023  22 11   6.6  -2.2   3.4  432.
2023  22 12   6.6   0.5   3.3  415.
2023  22 13   6.5  -0.3   3.3  408.
2023  22 14   6.3  -5.0   3.6  421.
2023  22 15   6.0   0.7   3.7  407.
2023  22 16   6.6  -3.1   4.2  418.
2023  22 17   6.9  -4.5   3.9  422.
2023  22 18   6.7  -0.1   3.4  399.
2023  22 19   6.6  -4.3   3.7  443.
2023  22 20   6.6  -0.1   3.3  427.
2023  22 21   6.7   4.0   2.8  423.
2023  22 22   6.5   3.8   2.8  417.
2023  22 23   6.1   1.2   2.1  381.
2023  23  0   5.9   1.2   2.5  407.
2023  23  1   6.3   3.8   2.6  405.
2023  23  2   6.5   6.0   2.7  424.
2023  23  3   7.1   6.3   3.2  438.
2023  23  4  10.4   6.9   5.1  490.
2023  23  5  10.9   8.1   4.7  487.
2023  23  6  10.4   7.1   4.1  516.
2023  23  7  10.1   9.0   3.7  512.
2023  23  8   8.8   3.4   3.7  484.
2023  23  9   9.1   7.6   3.1  509.
2023  23 10   8.8   7.0   2.8  511.
2023  23 11   8.2   5.0   3.0  454.
2023  23 12   6.9  -0.6   2.9  452.
2023  23 13   7.9  -6.7   2.2  464.
2023  23 14   7.8  -6.6   2.3  437.
2023  23 15   7.1  -4.8   2.3  412.
2023  23 16   7.2  -1.3   1.5  392.
2023  23 17   6.8  -2.0   1.3  389.
2023  23 18   6.1  -2.6   1.4  379.
2023  23 19   6.1  -3.0   2.2  414.
2023  23 20   6.1  -3.8   2.1  435.
2023  23 21   6.0  -1.2   1.6  425.
2023  23 22   5.2  -1.7   2.3  430.
2023  23 23   4.5   2.4   2.8  433.
2023  24  0   5.1   3.6   3.1  446.
2023  24  1   4.8   3.1   2.9  431.
2023  24  2   4.8   3.5   2.9  437.
2023  24  3   4.6   2.1   2.8  419.
2023  24  4   4.9   1.6   2.7  421.
2023  24  5   5.0  -0.9   2.6  415.
2023  24  6   5.1  -1.8   2.6  423.
2023  24  7   5.0   1.9   2.7  414.
2023  24  8   5.3   0.4   2.8  410.
2023  24  9   5.2  -0.2   2.5  401.
2023  24 10   5.4  -1.5   2.7  409.
2023  24 11   5.3   0.1   2.8  405.
2023  24 12   5.4  -1.2   3.0  402.
2023  24 13   5.2  -1.9   3.1  402.
2023  24 14   5.3  -1.5   2.9  400.
2023  24 15   5.4  -1.3   2.9  393.
2023  24 16   5.4   0.2   2.5  394.
2023  24 17   5.4  -0.3   2.3  398.
2023  24 18   5.2   2.3   2.4  405.
2023  24 19   5.5   4.1   2.7  429.
2023  24 20   5.7   2.8   2.4  413.
2023  24 21   5.9   3.5   3.0  428.
2023  24 22   5.7   1.9   2.8  409.
2023  24 23   6.2   0.5   2.6  400.
2023  25  0   6.6   2.6   2.5  390.
2023  25  1   6.6   2.5   2.8  397.
2023  25  2   7.1   1.5   2.4  426.
2023  25  3   7.3   2.5   2.2  424.
2023  25  4   7.2   3.7   2.4  419.
2023  25  5   7.1   2.2   2.4  418.
2023  25  6   6.8   2.2   2.5  416.
2023  25  7   6.7   0.4   2.4  406.
2023  25  8   7.0   1.1   2.2  398.
2023  25  9   7.0  -2.1   2.7  415.
2023  25 10   6.8  -3.4   2.7  412.
2023  25 11   6.8   2.0   3.0  431.
2023  25 12   7.1   0.2   2.6  408.
2023  25 13   7.5  -4.8   2.7  414.
2023  25 14   7.8  -5.4   2.9  403.
2023  25 15   7.7  -2.7   2.8  398.
2023  25 16   7.7  -0.9   2.4  376.
2023  25 17   7.6   3.0   2.8  391.
2023  25 18   7.8   6.7   4.1  430.
2023  25 19   7.9   4.9   4.2  427.
2023  25 20   7.3  -1.5   6.0  411.
2023  25 21   7.1   2.1   5.8  412.
2023  25 22   7.1   0.4   6.2  420.
2023  25 23   7.3  -0.2   6.6  424.
2023  26  0   7.2   2.4   6.6  420.
2023  26  1   7.4   4.0   7.4  427.
2023  26  2   7.3  -0.3   7.3  422.
2023  26  3   8.6  -1.3   7.2  426.
2023  26  4   8.1   0.7   9.7  443.
2023  26  5   7.3   1.7  10.4  449.
2023  26  6   8.9  -2.3   7.8  464.
2023  26  7   8.7  -2.0   7.9  462.
2023  26  8   7.2  -0.8   8.4  479.
2023  26  9   9.0  -3.9   8.1  471.
