OMNIWeb Plus Browser Results

Listing for omni2 data from 20180101 to 20251225
Selected parameters:
 1 Scalar B, nT
 2 BZ, nT (GSM)
 3 SW Proton Density, N/cm^3
 4 SW Plasma Speed, km/s

YEAR DOY HR    1     2     3     4 
2018   3  1   3.9   1.6   9.2  393.
2018   3  2   4.0   0.5  11.1  387.
2018   3  3   3.0  -0.1  13.3  379.
2018   3  4   3.4  -0.1  13.5  377.
2018   3  5   3.2   0.1  13.0  369.
2018   3  6   2.9   0.0  13.7  362.
2018   3  7   3.2   0.1  12.0  360.
2018   3  8   4.0  -1.8   9.1  364.
2018   3  9   5.2   1.0   7.1  365.
2018   3 10   4.5   1.4   7.8  364.
2018   3 11   5.5   2.1   9.1  363.
2018   3 12   4.4   1.8  10.7  367.
2018   3 13   3.9  -1.4  10.7  370.
2018   3 14   3.3  -0.5  12.4  365.
2018   3 15   4.0   1.3  12.3  367.
2018   3 16   3.8   2.2  12.5  360.
2018   3 17   4.1  -0.4  10.5  362.
2018   3 18   4.1   2.2   7.9  357.
2018   3 19   4.4   2.6   6.7  353.
2018   3 20   4.3   1.7   6.0  360.
2018   3 21   4.5   1.6   5.5  361.
2018   3 22   4.2   0.7   5.6  365.
2018   3 23   4.3  -0.4   5.6  367.
2018   4  0   4.5   1.3   5.8  368.
2018   4  1   4.6   2.6   6.3  366.
2018   4  2   4.6   0.7   6.9  367.
2018   4  3   4.4  -0.7   7.0  366.
2018   4  4   4.1  -1.8   7.5  371.
2018   4  5   3.4  -0.9   9.0  368.
2018   4  6   2.8   0.0   8.6  366.
2018   4  7   3.6  -0.0   5.4  381.
2018   4  8   3.5   0.7   4.9  379.
2018   4  9   3.6  -0.5   4.8  374.
2018   4 10   4.0  -0.4   4.5  368.
2018   4 11   3.4  -1.1   4.8  366.
2018   4 12   3.3   0.6   4.7  372.
2018   4 13   3.0   0.4   4.5  370.
2018   4 14   2.6   0.2   4.6  368.
2018   4 15   2.9   0.9   4.3  372.
2018   4 16   3.3  -0.5   4.3  391.
2018   4 17   3.4  -2.5   4.5  388.
2018   4 18   3.2  -2.2   4.5  389.
2018   4 19   3.4   0.8   4.8  382.
2018   4 20   3.5  -1.2   4.5  381.
2018   4 21   2.8  -1.6   5.0  389.
2018   4 22   2.5   0.2   5.8  380.
2018   4 23   2.8   1.6   6.0  375.
2018   5  0   3.2   0.9   5.8  373.
2018   5  1   4.4  -2.6   4.8  373.
2018   5  2   4.2  -0.2   5.1  375.
2018   5  3   4.0   0.2   5.1  373.
2018   5  4   3.7  -0.2   5.0  369.
2018   5  5   3.8   2.2   5.3  368.
2018   5  6   3.7  -0.7   5.0  367.
2018   5  7   3.3  -1.7   4.9  364.
2018   5  8   3.3  -0.2   5.4  361.
2018   5  9   3.0  -1.3   7.5  361.
2018   5 10   2.5  -1.9   9.0  361.
2018   5 11   2.7  -2.2   9.2  360.
2018   5 12   1.6  -0.8  10.4  358.
2018   5 13   1.7  -0.7  10.1  357.
2018   5 14   2.2  -0.8  10.4  355.
2018   5 15   1.0  -0.3  13.0  350.
2018   5 16   1.7  -0.2  13.3  347.
2018   5 17   2.0  -0.9  12.5  343.
2018   5 18   2.0  -1.3  12.6  339.
2018   5 19   2.8  -2.0  12.6  337.
2018   5 20   3.1  -2.4  14.0  337.
2018   5 21   3.3  -2.3  15.4  336.
2018   5 22   1.9  -0.9  16.1  332.
2018   5 23   1.7  -0.5  16.2  331.
2018   6  0   1.6   1.0  16.2  328.
2018   6  1   1.0   0.6  15.1  323.
2018   6  2   1.9   0.4  11.3  315.
2018   6  3   3.3  -0.4   7.3  311.
2018   6  4   3.5  -0.5   7.3  308.
2018   6  5   3.6  -1.0   7.3  310.
2018   6  6   3.9  -1.8   8.2  312.
2018   6  7   4.3  -2.3   9.2  317.
2018   6  8   4.2  -1.0   9.5  313.
2018   6  9   4.3  -1.4   9.1  305.
2018   6 10   4.1  -0.7   8.9  303.
2018   6 11   4.1   0.4   7.4  302.
2018   6 12   3.9  -1.5   9.3  304.
2018   6 13   3.5  -1.4   9.3  305.
2018   6 14   3.1   0.5   9.2  301.
2018   6 15   3.3  -0.2   8.8  300.
2018   6 16   3.2   0.0   9.1  297.
2018   6 17   3.2   0.2   9.7  297.
2018   6 18   3.2  -0.6   9.5  298.
2018   6 19   3.3  -1.4  10.0  297.
2018   6 20   3.5  -1.2  10.1  294.
2018   6 21   3.3  -1.1  10.8  294.
2018   6 22   3.1  -1.1  10.9  295.
2018   6 23   3.1  -1.2  11.1  293.
2018   7  0   3.4  -0.7  11.0  292.
2018   7  1   3.3  -0.1  11.8  292.
2018   7  2   3.7   0.3  11.4  290.
2018   7  3   3.6   1.1  11.6  290.
2018   7  4   3.4   0.6  11.7  288.
2018   7  5   3.9   1.2  11.3  288.
2018   7  6   3.7   1.4  13.8  288.
2018   7  7   3.0   1.0  12.3  286.
2018   7  8   2.9   1.1  11.7  286.
2018   7  9   3.0   0.1  11.2  286.
2018   7 10   3.1  -0.5  10.7  285.
2018   7 11   3.4   0.5   9.9  285.
2018   7 12   3.5   0.4  10.2  287.
2018   7 13   3.3   1.3  12.1  286.
2018   7 14   3.8   1.2  11.5  286.
2018   7 15   3.0   0.6  14.6  286.
2018   7 16   3.5   0.7  13.8  288.
2018   7 17   4.4   0.9  13.6  292.
2018   7 18   4.7  -3.2  14.5  296.
2018   7 19   4.6  -1.0  14.9  295.
2018   7 20   4.4   0.5  15.7  292.
2018   7 21   3.8   2.3  16.2  292.
2018   7 22   3.2   1.8  18.1  294.
2018   7 23   2.2   1.9  22.2  296.
2018   8  0   2.3   0.9  23.5  296.
2018   8  1   1.9   0.5  24.4  293.
2018   8  2   2.7   1.6  22.9  291.
2018   8  3   4.1   1.4  19.6  296.
2018   8  4   6.4   1.4  14.0  301.
2018   8  5   5.7   1.0  13.4  301.
2018   8  6   5.8   4.0  14.9  298.
2018   8  7  12.0   4.4  33.5  332.
2018   8  8  13.4   2.1  43.2  345.
2018   8  9  13.8   8.7  49.6  350.
2018   8 10  13.4   8.4  39.0  362.
2018   8 11  12.6   7.4  37.9  374.
2018   8 12  14.5   8.7  39.0  372.
2018   8 13  17.6  -1.5  29.2  377.
2018   8 14  14.3  -6.9  10.8  392.
2018   8 15   9.6  -1.2  24.6  405.
2018   8 16  10.9   3.9  11.9  442.
2018   8 17  12.1   5.4   7.3  476.
2018   8 18  11.2   3.7   7.8  486.
2018   8 19   9.0   3.0   8.0  491.
2018   8 20   8.8   4.1   8.8  501.
2018   8 21   9.5   2.7   8.9  508.
2018   8 22  11.1   5.0   8.6  491.
2018   8 23  11.3   3.7   7.2  498.
2018   9  0   9.2   0.7   8.8  493.
2018   9  1   7.0  -1.7   5.1  532.
2018   9  2   4.7   0.5   3.9  539.
2018   9  3   4.3  -1.5   3.8  541.
2018   9  4   4.5  -2.3   3.8  542.
2018   9  5   4.4  -0.6   3.8  521.
2018   9  6   4.1   0.3   3.8  509.
2018   9  7   4.1   1.1   3.5  509.
2018   9  8   3.8  -0.3   3.4  507.
2018   9  9   3.1  -1.6   3.3  522.
2018   9 10   3.5  -0.1   3.0  529.
2018   9 11   3.9  -0.7   2.6  527.
2018   9 12   3.9  -0.4   2.6  525.
2018   9 13   3.1  -1.0   2.7  491.
2018   9 14   3.5  -2.5   2.5  490.
2018   9 15   3.6  -2.1   2.4  484.
2018   9 16   3.2  -1.9   2.4  479.
2018   9 17   2.6  -1.1   2.8  480.
2018   9 18   2.5  -0.7   3.1  482.
2018   9 19   2.3  -0.1   3.5  474.
2018   9 20   2.9  -0.0   3.2  475.
2018   9 21   4.5   0.5   3.4  475.
2018   9 22   4.4   1.9   3.6  471.
2018   9 23   4.0  -0.6   4.3  473.
2018  10  0   4.7   2.5   4.4  468.
2018  10  1   5.2   3.0   5.2  463.
2018  10  2   6.0  -2.4   4.1  471.
2018  10  3   6.0  -0.4   3.8  465.
2018  10  4   5.3   0.5   4.2  461.
2018  10  5   5.0   0.5   4.3  459.
2018  10  6   4.3   0.7   4.5  457.
2018  10  7   4.0  -0.0   4.3  452.
2018  10  8   3.5  -1.0   4.2  446.
2018  10  9   3.0  -0.1   4.2  452.
2018  10 10   2.9  -0.2   4.3  450.
2018  10 11   2.7  -0.9   4.3  447.
2018  10 12   2.3  -1.0   4.3  445.
2018  10 13   2.7  -0.2   3.9  441.
2018  10 14   2.2  -0.6   4.2  440.
2018  10 15   2.6  -0.8   4.2  431.
2018  10 16   2.8  -0.5   4.2  425.
2018  10 17   2.9   0.1   4.3  422.
2018  10 18   2.8   0.8   4.5  420.
2018  10 19   2.8   1.2   4.5  414.
2018  10 20   2.8   1.1   4.3  411.
2018  10 21   2.6   1.1   4.2  407.
2018  10 22   2.7   0.7   4.2  405.
2018  10 23   2.7   0.2   4.2  404.
2018  11  0   2.7   0.3   4.2  403.
2018  11  1   2.9   0.1   4.2  402.
2018  11  2   2.8  -1.3   4.3  402.
2018  11  3   3.0  -1.6   5.2  399.
2018  11  4   3.5   0.0   5.6  396.
2018  11  5   3.5   0.9   5.5  398.
2018  11  6   3.3   0.1   5.8  398.
2018  11  7   3.5  -0.3   5.4  387.
2018  11  8   3.8   0.7   5.0  370.
2018  11  9   3.2  -0.8   6.0  384.
2018  11 10   3.9  -1.1   5.7  372.
2018  11 11   3.3  -0.9   6.0  379.
2018  11 12   3.2   0.3   5.6  388.
2018  11 13   4.0   0.7   5.0  384.
2018  11 14   4.6   1.4   4.6  377.
2018  11 15   4.5   0.8   4.7  374.
2018  11 16   4.3   1.9   4.6  374.
2018  11 17   3.4   1.3   5.1  363.
2018  11 18   3.3   0.4   5.5  365.
2018  11 19   3.2  -0.3   5.5  363.
2018  11 20   3.7   0.9   5.0  359.
2018  11 21   3.4   0.0   4.8  358.
2018  11 22   2.8  -0.4   4.8  356.
2018  11 23   2.8   0.4   5.1  354.
2018  12  0   3.4  -0.0   5.3  354.
2018  12  1   2.9  -1.9   5.1  354.
2018  12  2   3.1   0.0   5.1  346.
2018  12  3   3.3   0.8   5.3  344.
2018  12  4   3.2   1.4   5.5  344.
2018  12  5   2.9   0.4   5.9  344.
2018  12  6   3.4   2.2   5.9  344.
2018  12  7   3.6  -1.5   6.5  347.
2018  12  8   3.5  -3.3   6.8  346.
2018  12  9   3.3  -3.0   8.0  347.
2018  12 10   3.4  -3.3   8.7  345.
2018  12 11   4.3  -4.0   6.8  343.
2018  12 12   4.1  -3.9   8.0  339.
2018  12 13   3.4  -0.7   9.1  338.
2018  12 14   3.0  -1.3   9.3  336.
2018  12 15   3.5  -1.9   9.3  339.
2018  12 16   4.7  -1.4   8.0  340.
2018  12 17   5.6  -1.4  10.7  343.
2018  12 18   5.8   0.8  11.5  340.
2018  12 19   4.8   1.6  12.7  336.
2018  12 20   4.2   1.3  13.4  334.
2018  12 21   3.7   1.4  12.4  331.
2018  12 22   3.7   2.0  10.4  324.
2018  12 23   3.9   2.4   8.5  328.
2018  13  0   4.0   2.5   7.8  325.
2018  13  1   4.0   2.6   7.8  323.
2018  13  2   3.9   1.7   8.2  320.
2018  13  3   3.5   0.7   8.8  321.
2018  13  4   2.9  -0.8   9.5  319.
2018  13  5   3.1  -2.2   9.2  326.
2018  13  6   3.9  -3.4  11.4  330.
2018  13  7   3.8  -2.6  15.9  335.
2018  13  8   6.1  -5.8  12.5  342.
2018  13  9   5.7  -4.6  16.0  339.
2018  13 10   5.9  -4.6  14.2  342.
2018  13 11   5.0  -3.9  19.6  337.
2018  13 12   5.3  -2.7  25.0  335.
2018  13 13   4.8  -2.3  32.4  336.
2018  13 14   4.9   1.6  28.1  337.
2018  13 15   4.9   0.3  30.0  342.
2018  13 16   5.8   3.4  29.4  341.
2018  13 17   7.0  -3.8  25.2  336.
2018  13 18   8.7  -3.1  19.7  354.
2018  13 19  11.3   6.4  19.2  379.
2018  13 20   9.4  -1.2  17.1  426.
2018  13 21  12.0   6.5   8.9  483.
2018  13 22   9.4   2.4  10.2  530.
2018  13 23   9.2   3.2   9.0  564.
2018  14  0   7.8   1.2  10.5  584.
2018  14  1   8.4   4.3  10.8  571.
2018  14  2   7.8   1.5  10.7  579.
2018  14  3   7.0   0.1   8.9  575.
2018  14  4   9.1  -7.2   7.8  571.
2018  14  5   9.0  -1.0   6.5  567.
2018  14  6   8.0  -0.3   5.5  583.
2018  14  7   7.6   1.0   4.6  577.
2018  14  8   7.0   1.5   3.8  574.
2018  14  9   6.6   2.7   4.0  570.
2018  14 10   5.3   1.3   3.3  572.
2018  14 11   4.8   0.2   2.7  576.
2018  14 12   4.8  -0.1   2.3  577.
2018  14 13   5.0  -0.6   2.3  569.
2018  14 14   5.1   0.0   2.6  563.
2018  14 15   5.1  -0.2   2.4  557.
2018  14 16   5.3   0.0   2.3  552.
2018  14 17   5.3   0.4   2.5  547.
2018  14 18   5.4   0.7   2.6  538.
2018  14 19   5.5   0.7   2.7  527.
2018  14 20   5.3   0.0   2.8  519.
2018  14 21   4.3  -0.6   3.6  527.
2018  14 22   3.5  -0.6   4.5  511.
2018  14 23   4.2  -1.3   5.3  493.
2018  15  0   6.4  -2.2   4.5  484.
2018  15  1   6.6   0.0   4.8  478.
2018  15  2   6.2   2.9   3.8  481.
2018  15  3   5.2  -1.3   4.5  508.
2018  15  4   4.6  -2.0   4.6  508.
2018  15  5   4.3  -1.3   4.6  504.
2018  15  6   3.9  -0.6   4.2  509.
2018  15  7   3.5  -0.5   4.1  507.
2018  15  8   3.8  -1.1   4.6  500.
2018  15  9   3.4  -1.7   4.4  497.
2018  15 10   4.0  -1.5   4.3  491.
2018  15 11   3.6   2.4   3.9  495.
2018  15 12   2.3  -0.7   3.9  492.
2018  15 13   1.8  -0.5   4.0  486.
2018  15 14   2.9  -0.5   3.6  487.
2018  15 15   3.3   0.9   2.8  465.
2018  15 16   3.3   0.5   4.1  480.
2018  15 17   3.3  -0.4   4.7  481.
2018  15 18   3.3  -0.5   4.8  475.
2018  15 19   3.9   1.6   4.9  471.
2018  15 20   3.9   1.7   4.9  467.
2018  15 21   3.4   0.2   5.3  468.
2018  15 22   2.9   1.2   5.7  464.
2018  15 23   2.5   0.9   5.5  464.
2018  16  0   3.3  -0.6   5.3  461.
2018  16  1   3.1   1.4   5.4  454.
2018  16  2   3.0   0.1   5.3  457.
2018  16  3   3.1   0.8   5.4  455.
2018  16  4   3.5   1.4   5.1  455.
2018  16  5   3.6   0.5   4.6  444.
2018  16  6   3.6   1.7   4.7  444.
2018  16  7   3.7   0.7   4.4  443.
2018  16  8   3.5   0.4   4.9  435.
2018  16  9   2.2  -0.1   4.7  432.
2018  16 10   2.6  -1.9   4.3  435.
2018  16 11   2.4  -0.6   4.2  434.
2018  16 12   2.5   0.6   3.9  435.
2018  16 13   2.8  -0.1   4.1  414.
2018  16 14   2.7  -0.1   4.4  407.
2018  16 15   2.8   0.4   4.3  401.
2018  16 16   3.6   1.7   4.8  396.
2018  16 17   3.7  -0.3   5.0  393.
2018  16 18   3.4  -0.6   5.1  389.
2018  16 19   3.3  -1.6   5.0  380.
2018  16 20   3.0  -1.2   4.2  371.
2018  16 21   3.5  -0.2   2.9  358.
2018  16 22   3.2  -0.1   2.9  348.
2018  16 23   3.3   0.4   3.6  345.
2018  17  0   3.2   0.5   3.4  347.
2018  17  1   3.0  -2.0   4.4  359.
2018  17  2   2.8  -2.1   4.2  357.
2018  17  3   3.1  -0.6   3.9  339.
2018  17  4   3.0  -0.6   4.2  343.
2018  17  5   2.7   0.0   5.1  345.
2018  17  6   3.1   0.5   4.8  340.
2018  17  7   3.3  -0.5   4.9  336.
2018  17  8   3.4  -0.7   4.9  335.
2018  17  9   3.8  -2.3   5.2  343.
2018  17 10   3.8  -1.6   5.6  342.
2018  17 11   3.5  -0.4   5.5  332.
2018  17 12   3.5  -0.8   5.7  333.
2018  17 13   2.7   1.0   5.7  331.
2018  17 14   3.3   2.0   5.3  326.
2018  17 15   3.7   2.1   4.5  320.
2018  17 16   4.0   2.5   4.2  316.
2018  17 17   4.2   2.4   4.1  315.
2018  17 18   4.4   1.2   4.0  310.
2018  17 19   4.5   1.6   4.8  318.
2018  17 20   4.4   0.5   5.2  321.
2018  17 21   4.3  -0.4   5.4  325.
2018  17 22   4.1   0.5   5.4  321.
2018  17 23   4.2   2.8   5.1  320.
2018  18  0   4.4   1.4   4.9  323.
2018  18  1   4.2   1.2   6.2  329.
2018  18  2   4.3   0.0   5.2  322.
2018  18  3   4.2   0.2   6.0  331.
2018  18  4   4.1  -0.1   5.9  324.
2018  18  5   4.1  -0.1   5.9  320.
2018  18  6   3.7   0.3   7.3  327.
2018  18  7   3.4   1.2   8.9  328.
2018  18  8   3.1   1.1   9.2  326.
2018  18  9   3.0   0.4   8.8  315.
2018  18 10   3.4   1.8   9.6  314.
2018  18 11   3.3   0.1  10.2  313.
2018  18 12   2.9   0.8  11.0  316.
2018  18 13   2.9  -0.2  11.2  316.
2018  18 14   3.2  -0.5  11.8  311.
2018  18 15   3.3   0.3  13.0  313.
2018  18 16   3.2   0.7  13.1  320.
2018  18 17   3.6   1.8  13.0  312.
2018  18 18   3.1   1.9  13.7  321.
2018  18 19   1.9  -0.8  16.6  327.
2018  18 20   2.2  -1.1  16.6  320.
2018  18 21   2.6  -1.0  16.2  321.
2018  18 22   3.6  -1.7  14.9  317.
2018  18 23   4.6  -1.0  15.2  321.
2018  19  0   4.9   0.1  17.0  328.
2018  19  1   5.5   1.5  17.5  330.
2018  19  2   6.7  -4.1  12.1  352.
2018  19  3   6.7  -5.1  10.3  371.
2018  19  4   6.4  -4.7  10.3  377.
2018  19  5   7.1  -4.5  10.1  370.
2018  19  6   8.1  -3.9   9.5  363.
2018  19  7   9.2  -5.0   8.5  365.
2018  19  8   8.9   1.3  10.4  354.
2018  19  9   8.6   2.1  11.1  347.
2018  19 10   8.4   1.5  10.7  350.
2018  19 11   7.6   1.5  11.5  351.
2018  19 12   7.5   4.5  11.5  348.
2018  19 13   5.8  -0.6  12.4  356.
2018  19 14   5.9   1.7  11.7  364.
2018  19 15   6.3   2.4  10.2  371.
2018  19 16   6.6   1.6  10.2  376.
2018  19 17   5.1  -0.1  10.7  376.
2018  19 18   5.4   0.6  10.7  376.
2018  19 19   5.2  -2.8  10.7  375.
2018  19 20   5.2  -2.5  10.1  370.
2018  19 21   4.2   0.4  10.3  374.
2018  19 22   4.2  -2.8  10.3  369.
2018  19 23   4.4  -3.7  10.6  374.
2018  20  0   6.0  -0.8  11.2  371.
2018  20  1   7.1  -0.0  11.9  369.
2018  20  2   7.3  -0.1  13.5  371.
2018  20  3   6.9  -3.1  14.3  364.
2018  20  4   7.2  -4.5  15.5  367.
2018  20  5   7.8  -2.6  16.7  376.
2018  20  6   8.1  -1.9  17.5  385.
2018  20  7   7.9  -3.6  16.1  383.
2018  20  8   6.6   2.1  15.5  390.
2018  20  9   6.4   3.5  14.1  390.
2018  20 10   5.3   0.2  14.1  386.
2018  20 11   5.6   0.7  11.7  391.
2018  20 12   6.2   1.9  10.5  388.
2018  20 13   5.6  -0.4   9.8  384.
2018  20 14   5.9   0.9   9.3  385.
2018  20 15   6.1   1.4   8.5  391.
2018  20 16   5.6  -0.7   7.6  385.
2018  20 17   6.0  -1.1   7.0  379.
2018  20 18   5.7  -1.2   7.0  381.
2018  20 19   3.5   0.9   8.2  406.
2018  20 20   5.4   0.7   6.5  427.
2018  20 21   5.3   0.9   7.4  422.
2018  20 22   5.2   1.8   7.6  419.
2018  20 23   6.5   0.2   6.7  397.
2018  21  0   6.7  -0.6   6.3  388.
2018  21  1   5.8  -0.7   7.1  394.
2018  21  2   4.9  -1.3   8.3  393.
2018  21  3   4.9  -1.7   9.6  391.
2018  21  4   6.7  -0.1   8.7  380.
2018  21  5   7.4  -0.8  10.3  383.
2018  21  6   7.1   1.3  13.5  386.
2018  21  7   7.1   1.4  16.3  389.
2018  21  8   9.0  -1.6  14.0  422.
2018  21  9  11.0   6.1  11.7  441.
2018  21 10   9.5  -2.0  14.1  433.
2018  21 11  11.0   8.0  12.3  435.
2018  21 12   8.7  -4.4  10.4  441.
2018  21 13  11.1  -3.2   9.2  483.
2018  21 14   9.4   4.6   8.1  473.
2018  21 15   7.7   1.8   6.6  500.
2018  21 16   7.1   0.9   5.8  500.
2018  21 17   6.6  -0.0   5.9  500.
2018  21 18   6.6   0.3   5.3  502.
2018  21 19   6.1   1.7   5.4  501.
2018  21 20   5.0   1.3   6.6  503.
2018  21 21   5.9   1.9   6.4  502.
2018  21 22   5.9  -0.4   6.5  489.
2018  21 23   7.3  -1.1   6.1  496.
2018  22  0   7.6  -1.1   5.5  520.
2018  22  1   5.8  -0.8   6.3  536.
2018  22  2   5.8  -2.1   6.2  527.
2018  22  3   7.2   3.3   6.2  538.
2018  22  4   7.0   1.0   5.7  535.
2018  22  5   6.5  -2.3   4.5  526.
2018  22  6   6.6  -2.2   3.3  520.
2018  22  7   6.5  -0.7   2.7  514.
2018  22  8   5.8   0.3   3.0  535.
2018  22  9   4.5   0.3   3.1  538.
2018  22 10   3.9   0.7   2.9  540.
2018  22 11   4.2  -0.9   2.6  521.
2018  22 12   4.5  -0.0   2.3  512.
2018  22 13   4.1   2.0   3.0  517.
2018  22 14   4.3   3.1   3.2  516.
2018  22 15   4.0   0.2   3.3  502.
2018  22 16   4.5  -1.9   3.0  502.
2018  22 17   4.3  -2.8   2.9  507.
2018  22 18   4.8  -2.0   2.7  513.
2018  22 19   5.2  -1.3   1.8  480.
2018  22 20   4.4   1.2   2.0  498.
2018  22 21   4.4  -1.9   2.5  517.
2018  22 22   4.4   0.7   2.2  485.
2018  22 23   4.4  -2.1   2.0  490.
2018  23  0   4.3  -1.4   1.4  474.
2018  23  1   4.2  -2.2   1.9  480.
2018  23  2   4.1  -1.2   1.4  462.
2018  23  3   4.0  -0.7   1.5  471.
2018  23  4   3.9  -0.4   1.7  462.
2018  23  5   3.9  -0.7   2.0  464.
2018  23  6   3.7  -0.3   2.1  458.
2018  23  7   4.0  -0.1   2.0  453.
2018  23  8   4.3  -0.4   1.8  436.
2018  23  9   4.2  -0.5   2.0  441.
2018  23 10   3.9  -0.1   2.8  462.
2018  23 11   4.1  -0.8   3.0  469.
2018  23 12   4.3  -0.2   2.8  452.
2018  23 13   4.8  -0.5   2.9  444.
2018  23 14   4.4  -1.0   2.7  435.
2018  23 15   4.4  -0.5   2.3  419.
2018  23 16   4.1  -1.0   2.6  411.
2018  23 17   3.7  -0.2   2.8  404.
2018  23 18   3.4  -0.4   3.4  406.
2018  23 19   3.3  -0.6   3.1  402.
2018  23 20   3.6  -0.8   2.1  391.
2018  23 21   3.3  -0.8   2.2  391.
2018  23 22   2.7  -0.7   3.1  402.
2018  23 23   2.6   0.6   3.7  398.
2018  24  0   2.5   0.7   4.0  392.
2018  24  1   1.8   1.3   4.0  381.
2018  24  2   1.8   0.3   4.3  381.
2018  24  3   2.4   0.5   3.8  373.
2018  24  4   2.9   1.3   4.5  373.
2018  24  5   3.0   1.6   5.6  373.
2018  24  6   3.5   0.8   7.0  374.
2018  24  7   3.9   1.1   7.7  365.
2018  24  8   4.0  -0.4   9.5  362.
2018  24  9   4.7  -1.0   9.9  356.
2018  24 10   3.7   0.4  11.5  353.
2018  24 11   4.2  -2.5  13.1  356.
2018  24 12   5.6  -1.9  13.8  354.
2018  24 13   6.4  -1.7  13.8  361.
2018  24 14   8.1  -4.3  10.6  361.
2018  24 15   6.5   2.3  16.2  373.
2018  24 16   7.5  -3.8  16.8  375.
2018  24 17   8.3   3.2  17.5  376.
2018  24 18   7.9   6.0  20.9  383.
2018  24 19   8.5   4.9  20.2  377.
2018  24 20   7.2   2.6  17.3  384.
2018  24 21   8.0  -5.2  13.8  390.
2018  24 22   8.2  -5.5  11.4  393.
2018  24 23   8.2  -6.9  10.3  402.
2018  25  0   7.7  -3.3  11.2  406.
2018  25  1   9.2  -6.9  12.3  397.
2018  25  2   8.8  -2.7  13.7  397.
2018  25  3   8.0   3.2  13.2  395.
2018  25  4   7.9   4.2  13.3  391.
2018  25  5  10.1   5.3  11.3  380.
2018  25  6   8.9  -2.3   9.3  386.
2018  25  7   8.0  -0.9   9.0  398.
2018  25  8   7.9   0.5   8.0  402.
2018  25  9   7.8  -1.7   7.1  411.
2018  25 10   7.2  -1.9   6.7  410.
2018  25 11   6.3  -1.0   6.6  408.
2018  25 12   6.0  -1.3   5.9  406.
2018  25 13   5.8  -1.7   5.7  408.
2018  25 14   5.6  -2.9   5.4  407.
2018  25 15   5.7  -4.5   5.4  423.
2018  25 16   5.5  -4.0   4.9  419.
2018  25 17   5.2  -2.0   4.9  415.
2018  25 18   4.9  -1.9   5.2  421.
2018  25 19   4.9  -2.3   5.3  408.
2018  25 20   4.8  -0.6   4.9  404.
2018  25 21   4.7  -0.6   5.2  407.
2018  25 22   4.9  -0.1   5.6  406.
2018  25 23   5.2  -1.4   5.8  412.
2018  26  0   5.5  -2.5   7.2  419.
2018  26  1   5.8  -0.3   7.0  412.
2018  26  2   6.3   0.9   7.2  415.
2018  26  3   7.0  -2.1   8.0  433.
2018  26  4   7.5   3.4   8.4  436.
2018  26  5   7.8   5.1   8.5  447.
2018  26  6   6.6  -3.4   9.7  463.
2018  26  7   6.0  -1.8  10.2  459.
2018  26  8   6.0   1.1   7.6  471.
2018  26  9   6.7   2.5   6.9  491.
